order_id,customer_name,customer_phone,shipping_address,city,city_tier,cod_amount,order_hour,is_repeat_customer,latitude,longitude,delivery_success
ORD-PK-02071,Zubair Mughal,03017444012,"behind Shell Pump, Dera Ismail Khan",Dera Ismail Khan,3,22280.0,11,0,31.90258,70.94177,0
ORD-PK-02072,Hassan Ansari,03341099070,"House #38, Phase #11, behind Shell Pump, Lahore",Lahore,1,25640.0,16,0,31.50085,74.38995,1
ORD-PK-02073,Hamza Mughal,03226815820,"near Jamia Masjid, Peshawar",Peshawar,2,3220.0,19,0,34.00898,71.49636,1
ORD-PK-02074,Fatima Khan,03331467394,"House #354, Block #5, near Government College, Rawalpindi",Rawalpindi,1,7060.0,10,0,33.57893,72.98537,1
ORD-PK-02075,Omar Bhatti,03669955028,"near City Bakery, Karachi",Karachi,1,5430.0,12,1,24.87251,67.0185,0
ORD-PK-02076,Omar Sheikh,03337704386,"House #258, Phase #6, behind Shell Pump, Faisalabad",Faisalabad,2,25750.0,21,1,31.44785,73.15041,1
ORD-PK-02077,Ayesha Rehman,03217955548,"House #299, Block #3, adjacent to General Hospital, Lahore",Lahore,1,8170.0,13,1,31.51004,74.32825,1
ORD-PK-02078,Zubair Malik,03346607301,"House #97, Lane #9, behind Shell Pump, Lahore",Lahore,1,8160.0,13,0,31.48692,74.33033,1
ORD-PK-02079,Maryam Mughal,03466232646,"House #390, Mohallah #32, adjacent to General Hospital, Faisalabad",Faisalabad,2,23200.0,17,0,31.41722,73.12899,1
ORD-PK-02080,Fatima Chaudhry,03005359908,"near Government College, Karachi",Karachi,1,7650.0,20,0,24.83135,66.96145,0
ORD-PK-02081,Zainab Bhatti,03461167461,"House #200, Sector #7, adjacent to General Hospital, Karachi",Karachi,1,1140.0,15,0,24.86263,67.01449,0
ORD-PK-02082,Ayesha Khan,03023915490,"House #212, Sector #23, near Government College, Karachi",Karachi,1,6710.0,13,0,24.88201,67.00277,1
ORD-PK-02083,Muhammad Bhatti,03461592818,"House #382, Lane #31, opposite Meezan Bank, Peshawar",Peshawar,2,14520.0,9,0,34.05406,71.50146,1
ORD-PK-02084,Ahmed Rehman,03157931638,"House #286, Lane #1, opposite Meezan Bank, Peshawar",Peshawar,2,6200.0,20,0,34.00146,71.5382,1
ORD-PK-02085,Ahmed Rehman,03773453274,"near City Bakery, Lahore",Lahore,1,3170.0,15,1,31.52863,74.38346,0
ORD-PK-02086,Ayesha Siddiqui,03057581414,"adjacent to General Hospital, Karachi",Karachi,1,1690.0,9,0,24.86193,66.988,0
ORD-PK-02087,Omar Qureshi,03463903004,"adjacent to General Hospital, Karachi",Karachi,1,8470.0,12,0,24.874,66.96971,1
ORD-PK-02088,Sana Bhatti,03028519778,shop,Karachi,1,7650.0,5,0,24.84066,66.99063,1
ORD-PK-02089,Hamza Khan,03013110601,"near Government College, Islamabad",Islamabad,1,4920.0,19,0,33.6572,73.06576,1
ORD-PK-02090,Usman Shah,03021066735,"near Jamia Masjid, Quetta",Quetta,2,4880.0,13,0,30.19787,66.96766,0
ORD-PK-02091,Ayesha Ansari,03023246094,"near Government College, Lahore",Lahore,1,6340.0,18,0,31.55155,74.39526,1
ORD-PK-02092,Hamza Bhatti,03124182837,"near City Bakery, Rawalpindi",Rawalpindi,1,7200.0,20,0,33.53125,73.04741,1
ORD-PK-02093,Hamza Siddiqui,03151276082,"near Jamia Masjid, Hyderabad",Hyderabad,2,6410.0,17,0,25.39725,68.32913,1
ORD-PK-02094,Sana Rehman,03154158636,"House #8, Gali #19, near Jamia Masjid, Karachi",Karachi,1,1300.0,16,0,24.82345,67.00358,1
ORD-PK-02095,Maryam Qureshi,03453346371,"House #440, Sector #14, adjacent to General Hospital, Islamabad",Islamabad,1,3340.0,19,0,33.71259,73.04219,1
ORD-PK-02096,Ahmed Khan,03224750466,"House #129, Sector #25, behind Shell Pump, Karachi",Karachi,1,20990.0,17,1,24.88927,67.00033,1
ORD-PK-02097,Zubair Sheikh,03229024814,"House #134, Mohallah #29, opposite Meezan Bank, Lahore",Lahore,1,13400.0,0,0,31.50204,74.35276,1
ORD-PK-02098,Hamza Qureshi,03051840173,"adjacent to General Hospital, Rawalpindi",Rawalpindi,1,3420.0,12,0,33.57228,72.99099,0
ORD-PK-02099,Ayesha Chaudhry,03229529387,"near City Bakery, Sialkot",Sialkot,2,980.0,20,0,32.52106,74.53157,0
ORD-PK-02100,Sana Khan,03999829224,"near Jamia Masjid, Islamabad",Islamabad,1,6100.0,13,0,33.69486,73.06618,0
ORD-PK-02101,Zubair Siddiqui,03051544132,"House #142, Gali #14, near Jamia Masjid, Lahore",Lahore,1,5090.0,6,1,31.55712,74.34671,1
ORD-PK-02102,Omar Shah,03453938418,"House #35, Gali #6, adjacent to General Hospital, Karachi",Karachi,1,4480.0,20,1,24.87365,66.98371,1
ORD-PK-02103,Fatima Mughal,03341609875,"opposite Meezan Bank, Peshawar",Peshawar,2,19380.0,14,0,34.04331,71.4878,0
ORD-PK-02104,Zubair Chaudhry,03336371749,"near Jamia Masjid, Rawalpindi",Rawalpindi,1,3230.0,17,0,33.56273,72.99433,1
ORD-PK-02105,Bilal Rehman,03051358146,"House #262, Sector #27, opposite Meezan Bank, Islamabad",Islamabad,1,21460.0,17,0,33.64508,73.03869,1
ORD-PK-02106,Hamza Chaudhry,03223053671,"House #159, Gali #21, near Jamia Masjid, Lahore",Lahore,1,7620.0,15,1,31.51633,74.38608,1
ORD-PK-02107,Saad Chaudhry,03453261128,"opposite Meezan Bank, Islamabad",Islamabad,1,4280.0,12,0,33.68468,73.06809,0
ORD-PK-02108,Omar Khan,03007342985,"House #272, Chowk #8, adjacent to General Hospital, Karachi",Karachi,1,4350.0,18,1,24.88075,66.99833,1
ORD-PK-02109,Ayesha Bhatti,03218996438,deliver at office,Karachi,1,1850.0,14,0,24.87823,67.0389,0
ORD-PK-02110,Hassan Shah,03153340353,"near City Bakery, Lahore",Lahore,1,27360.0,8,0,31.54135,74.32694,1
ORD-PK-02111,Sana Siddiqui,03054896063,"House #177, Gali #21, near Government College, Karachi",Karachi,1,2010.0,17,1,24.88995,67.04029,1
ORD-PK-02112,Saad Shah,03464515139,call on arrival,Karachi,1,1480.0,19,0,24.82483,67.03484,1
ORD-PK-02113,Sana Ansari,03465044062,"adjacent to General Hospital, Lahore",Lahore,1,4720.0,8,0,31.50752,74.34404,1
ORD-PK-02114,Fatima Tariq,03333239368,"House #275, Street #13, opposite Meezan Bank, Gujranwala",Gujranwala,2,3400.0,14,0,32.2075,74.18567,1
ORD-PK-02115,Maryam Tariq,03457338996,"House #237, Block #31, near Government College, Karachi",Karachi,1,2780.0,17,1,24.84826,67.04059,1
ORD-PK-02116,Hassan Qureshi,03464110845,"House #50, Sector #8, adjacent to General Hospital, Islamabad",Islamabad,1,1300.0,19,0,33.7214,73.02573,1
ORD-PK-02117,Sana Khan,03214110995,"House #351, Block #7, adjacent to General Hospital, Islamabad",Islamabad,1,13920.0,17,0,33.71543,73.08121,1
ORD-PK-02118,Hassan Khan,03885924317,"House #15, Sector #11, adjacent to General Hospital, Karachi",Karachi,1,5870.0,20,1,24.86707,67.0215,1
ORD-PK-02119,Fatima Qureshi,03338326379,"near Jamia Masjid, Quetta",Quetta,2,1410.0,15,1,30.21238,66.9601,1
ORD-PK-02120,Omar Sheikh,03211847901,"adjacent to General Hospital, Lahore",Lahore,1,3040.0,16,0,31.49457,74.36654,1
ORD-PK-02121,Bilal Siddiqui,03454581405,"House #40, Mohallah #13, opposite Meezan Bank, Faisalabad",Faisalabad,2,940.0,15,0,31.42258,73.15656,1
ORD-PK-02122,Usman Tariq,03121823786,"House #415, Block #32, behind Shell Pump, Karachi",Karachi,1,2380.0,11,0,24.90048,66.96387,1
ORD-PK-02123,Muhammad Tariq,03017512733,"House #394, Mohallah #28, opposite Meezan Bank, Quetta",Quetta,2,8360.0,20,0,30.14001,66.98585,0
ORD-PK-02124,Maryam Siddiqui,03346905501,"House #429, Gali #1, adjacent to General Hospital, Islamabad",Islamabad,1,9210.0,23,0,33.69719,73.01271,0
ORD-PK-02125,Maryam Khan,03341295068,"near Government College, Sialkot",Sialkot,2,12390.0,17,0,32.5258,74.49363,1
ORD-PK-02126,Ali Khan,03459247788,"House #148, Phase #31, opposite Meezan Bank, Lahore",Lahore,1,4240.0,5,1,31.49263,74.33562,1
ORD-PK-02127,Usman Ansari,03121234643,"House #410, Gali #1, near City Bakery, Islamabad",Islamabad,1,2110.0,9,0,33.67208,73.08231,0
ORD-PK-02128,Ayesha Siddiqui,03126701201,"House #114, Sector #8, near Government College, Karachi",Karachi,1,4770.0,12,0,24.86573,67.02507,0
ORD-PK-02129,Ahmed Bhatti,03343982538,"House #421, Lane #33, near City Bakery, Rawalpindi",Rawalpindi,1,3240.0,5,0,33.55344,72.98575,1
ORD-PK-02130,Ayesha Shah,03887097029,"opposite Meezan Bank, Lahore",Lahore,1,1770.0,15,0,31.50268,74.39214,0
ORD-PK-02131,Maryam Mughal,03005145060,"near City Bakery, Karachi",Karachi,1,2850.0,15,0,24.88377,66.98028,1
ORD-PK-02132,Bilal Bhatti,03888183787,"behind Shell Pump, Karachi",Karachi,1,1570.0,20,0,24.86266,66.97639,0
ORD-PK-02133,Hamza Siddiqui,03015823151,"House #336, Sector #9, adjacent to General Hospital, Muzaffarabad",Muzaffarabad,3,6080.0,22,0,34.38369,73.4995,0
ORD-PK-02134,Fatima Mughal,03772078343,"House #109, Chowk #32, opposite Meezan Bank, Faisalabad",Faisalabad,2,6570.0,11,0,31.41898,73.10074,0
ORD-PK-02135,Bilal Tariq,03884398324,"House #271, Block #34, near Government College, Karachi",Karachi,1,8170.0,11,0,24.85086,66.96149,0
ORD-PK-02136,Ayesha Siddiqui,03128884678,"House #76, Street #7, adjacent to General Hospital, Karachi",Karachi,1,20090.0,17,0,24.88394,67.01537,1
ORD-PK-02137,Bilal Khan,03345145090,"near Jamia Masjid, Rawalpindi",Rawalpindi,1,20350.0,12,0,33.5803,73.01134,0
ORD-PK-02138,Hamza Khan,03462655024,"House #205, Chowk #34, near Jamia Masjid, Rawalpindi",Rawalpindi,1,24770.0,6,0,33.59601,72.98944,1
ORD-PK-02139,Hamza Sheikh,03051191663,"House #320, Phase #16, adjacent to General Hospital, Peshawar",Peshawar,2,7200.0,4,0,33.99016,71.53291,1
ORD-PK-02140,Zainab Sheikh,03002560149,"House #318, Chowk #20, near Government College, Rawalpindi",Rawalpindi,1,18040.0,20,0,33.54714,73.02398,1
ORD-PK-02141,Saad Siddiqui,03016201442,"House #406, Mohallah #22, adjacent to General Hospital, Rawalpindi",Rawalpindi,1,2150.0,19,1,33.58007,72.9786,1
ORD-PK-02142,Maryam Siddiqui,03462620192,call on arrival,Islamabad,1,24300.0,18,0,33.69439,73.03013,0
ORD-PK-02143,Zainab Tariq,03019436588,"adjacent to General Hospital, Karachi",Karachi,1,9830.0,14,0,24.85168,67.0016,1
ORD-PK-02144,Ayesha Sheikh,03012991702,"House #276, Phase #29, adjacent to General Hospital, Karachi",Karachi,1,3280.0,22,0,24.87624,67.00504,1
ORD-PK-02145,Ahmed Mughal,03029229962,"adjacent to General Hospital, Karachi",Karachi,1,15660.0,9,0,24.82582,67.03143,1
ORD-PK-02146,Hamza Bhatti,03466833015,"adjacent to General Hospital, Karachi",Karachi,1,12270.0,10,0,24.85716,66.99441,0
ORD-PK-02147,Fatima Ansari,03221365719,"House #64, Mohallah #17, behind Shell Pump, Karachi",Karachi,1,10360.0,12,1,24.84244,67.02385,1
ORD-PK-02148,Muhammad Chaudhry,03011854231,"behind Shell Pump, Lahore",Lahore,1,23490.0,15,0,31.49331,74.37734,0
ORD-PK-02149,Maryam Ansari,03123581490,"House #106, Block #17, adjacent to General Hospital, Islamabad",Islamabad,1,2750.0,21,0,33.69577,73.05562,1
ORD-PK-02150,Hassan Siddiqui,03155628150,"House #188, Chowk #16, near City Bakery, Faisalabad",Faisalabad,2,9670.0,12,0,31.42183,73.1468,1
ORD-PK-02151,Hassan Siddiqui,03228710651,"House #166, Sector #26, near Jamia Masjid, Rawalpindi",Rawalpindi,1,2900.0,18,0,33.53772,73.00706,1
ORD-PK-02152,Muhammad Bhatti,03017862028,"near Government College, Peshawar",Peshawar,2,2110.0,14,0,34.02115,71.54143,1
ORD-PK-02153,Ali Qureshi,03466465937,"House #448, Block #12, near City Bakery, Faisalabad",Faisalabad,2,2090.0,18,1,31.41846,73.16768,1
ORD-PK-02154,Ayesha Chaudhry,03028355184,"House #378, Phase #20, opposite Meezan Bank, Lahore",Lahore,1,3370.0,16,0,31.51408,74.38956,1
ORD-PK-02155,Ayesha Khan,03218841555,call on arrival,Karachi,1,6770.0,17,0,24.84632,67.02474,1
ORD-PK-02156,Omar Chaudhry,03014985564,"House #360, Chowk #15, near Jamia Masjid, Lahore",Lahore,1,3150.0,20,0,31.51523,74.39631,1
ORD-PK-02157,Muhammad Ansari,03453999094,"House #322, Gali #27, adjacent to General Hospital, Lahore",Lahore,1,22170.0,19,0,31.53364,74.34796,1
ORD-PK-02158,Usman Shah,03777701488,"House #60, Sector #25, near Government College, Gujranwala",Gujranwala,2,26300.0,13,0,32.15837,74.16332,0
ORD-PK-02159,Zainab Khan,03157130336,main bazar,Karachi,1,8280.0,3,0,24.88453,66.98424,0
ORD-PK-02160,Usman Ansari,03348281628,"behind Shell Pump, Karachi",Karachi,1,2360.0,12,1,24.83567,67.01434,1
ORD-PK-02161,Ali Qureshi,03348494985,"behind Shell Pump, Karachi",Karachi,1,17760.0,11,0,24.89904,66.99745,0
ORD-PK-02162,Hassan Bhatti,03159891259,"near City Bakery, Karachi",Karachi,1,1070.0,8,0,24.82783,66.98328,1
ORD-PK-02163,Fatima Chaudhry,03216626848,"House #416, Lane #9, near City Bakery, Lahore",Lahore,1,2960.0,19,0,31.48059,74.34028,1
ORD-PK-02164,Ahmed Mughal,03019979905,"House #397, Block #16, near Government College, Faisalabad",Faisalabad,2,19300.0,19,0,31.42126,73.12715,0
ORD-PK-02165,Hassan Mughal,03461238320,"House #10, Phase #33, adjacent to General Hospital, Karachi",Karachi,1,8730.0,21,0,24.84212,66.97651,1
ORD-PK-02166,Zubair Khan,03002884180,"near Jamia Masjid, Lahore",Lahore,1,8400.0,22,0,31.51497,74.38286,1
ORD-PK-02167,Omar Chaudhry,03052149024,"House #360, Mohallah #20, near Government College, Rawalpindi",Rawalpindi,1,960.0,21,0,33.60212,73.04326,1
ORD-PK-02168,Ahmed Shah,03466816935,"House #443, Sector #26, opposite Meezan Bank, Multan",Multan,2,13720.0,20,0,30.18962,71.54285,0
ORD-PK-02169,Zubair Chaudhry,03343493689,"House #115, Gali #17, near City Bakery, Rawalpindi",Rawalpindi,1,5590.0,18,0,33.55636,73.01618,1
ORD-PK-02170,Hamza Rehman,03005788377,call on arrival,Sialkot,2,13080.0,16,0,32.46253,74.50455,0
ORD-PK-02171,Ayesha Chaudhry,03466418402,"House #67, Lane #15, near Jamia Masjid, Karachi",Karachi,1,13790.0,23,0,24.84107,67.03445,1
ORD-PK-02172,Maryam Sheikh,03347108156,"behind Shell Pump, Lahore",Lahore,1,16240.0,19,0,31.49641,74.33833,1
ORD-PK-02173,Muhammad Shah,03125685098,"near City Bakery, Gujranwala",Gujranwala,2,15380.0,21,1,32.18237,74.18515,0
ORD-PK-02174,Usman Chaudhry,03347958968,"near Government College, Lahore",Lahore,1,13180.0,10,0,31.49886,74.33905,1
ORD-PK-02175,Saad Tariq,03156691073,"near Government College, Islamabad",Islamabad,1,3070.0,9,0,33.71242,73.01864,1
ORD-PK-02176,Ali Qureshi,03451448551,"House #289, Block #24, near Jamia Masjid, Islamabad",Islamabad,1,5430.0,11,0,33.66148,73.01554,1
ORD-PK-02177,Omar Bhatti,03342228485,"House #112, Lane #16, near City Bakery, Gujranwala",Gujranwala,2,16910.0,19,0,32.19867,74.22557,1
ORD-PK-02178,Zainab Tariq,03223277395,"near City Bakery, Lahore",Lahore,1,3900.0,0,0,31.53973,74.38639,0
ORD-PK-02179,Muhammad Malik,03228864748,"adjacent to General Hospital, Karachi",Karachi,1,12170.0,21,1,24.86802,67.03639,1
ORD-PK-02180,Bilal Chaudhry,03229000939,"House #93, Chowk #30, behind Shell Pump, Karachi",Karachi,1,1840.0,18,0,24.83564,66.96908,1
ORD-PK-02181,Hamza Bhatti,03004813029,"opposite Meezan Bank, Hyderabad",Hyderabad,2,16230.0,15,0,25.37011,68.3805,1
ORD-PK-02182,Hassan Rehman,03155136994,"House #258, Block #29, near Government College, Multan",Multan,2,22180.0,20,0,30.14473,71.49536,0
ORD-PK-02183,Ahmed Ansari,03018041170,"near City Bakery, Rawalpindi",Rawalpindi,1,14150.0,23,0,33.58855,73.01849,1
ORD-PK-02184,Hamza Siddiqui,03212315815,"adjacent to General Hospital, Multan",Multan,2,7090.0,23,0,30.12267,71.54189,1
ORD-PK-02185,Zainab Chaudhry,03456573197,main bazar,Lahore,1,4900.0,16,1,31.52081,74.38126,1
ORD-PK-02186,Zubair Ansari,03349278963,"adjacent to General Hospital, Lahore",Lahore,1,1120.0,20,0,31.52441,74.37028,0
ORD-PK-02187,Muhammad Malik,03029465946,"near City Bakery, Karachi",Karachi,1,1980.0,12,0,24.84097,67.00772,0
ORD-PK-02188,Muhammad Mughal,03222646766,"near City Bakery, Multan",Multan,2,3480.0,18,0,30.17307,71.55692,0
ORD-PK-02189,Omar Chaudhry,03455915693,"near City Bakery, Lahore",Lahore,1,16760.0,18,0,31.49627,74.32229,1
ORD-PK-02190,Ali Qureshi,03223605308,"near Jamia Masjid, Sukkur",Sukkur,3,1370.0,19,0,27.69976,68.84725,0
ORD-PK-02191,Zainab Qureshi,03123182395,"House #427, Phase #35, near Government College, Islamabad",Islamabad,1,4530.0,18,0,33.66494,73.04552,1
ORD-PK-02192,Omar Rehman,03331500734,near bridge,Islamabad,1,1120.0,15,0,33.71539,73.08625,0
ORD-PK-02193,Zainab Rehman,03022511667,"House #385, Lane #19, opposite Meezan Bank, Rawalpindi",Rawalpindi,1,1860.0,19,0,33.55296,72.99268,1
ORD-PK-02194,Zubair Mughal,03027080180,"House #229, Mohallah #32, opposite Meezan Bank, Hyderabad",Hyderabad,2,1730.0,19,0,25.41109,68.37,0
ORD-PK-02195,Zainab Siddiqui,03467965880,"near Jamia Masjid, Lahore",Lahore,1,13580.0,17,0,31.53401,74.33762,1
ORD-PK-02196,Ayesha Chaudhry,03226599325,"House #153, Block #15, adjacent to General Hospital, Multan",Multan,2,14710.0,17,0,30.14957,71.56481,1
ORD-PK-02197,Ayesha Sheikh,03462981728,"near Jamia Masjid, Karachi",Karachi,1,3890.0,15,0,24.88549,67.02885,1
ORD-PK-02198,Bilal Shah,03057105995,"opposite Meezan Bank, Karachi",Karachi,1,17790.0,23,0,24.84989,66.97391,0
ORD-PK-02199,Maryam Chaudhry,03346316747,"House #279, Mohallah #29, near Government College, Hyderabad",Hyderabad,2,15530.0,17,0,25.36313,68.33237,0
ORD-PK-02200,Saad Siddiqui,03342612275,"House #361, Lane #31, near Jamia Masjid, Rawalpindi",Rawalpindi,1,13320.0,20,1,33.56585,72.9925,1
ORD-PK-02201,Ayesha Khan,03058290687,"adjacent to General Hospital, Peshawar",Peshawar,2,17900.0,8,0,33.99637,71.54093,0
ORD-PK-02202,Ali Tariq,03212425617,"House #342, Phase #22, adjacent to General Hospital, Faisalabad",Faisalabad,2,4280.0,21,0,31.44962,73.09707,1
ORD-PK-02203,Ayesha Sheikh,03882580382,"House #446, Lane #15, opposite Meezan Bank, Muzaffarabad",Muzaffarabad,3,25150.0,17,1,34.34551,73.49533,0
ORD-PK-02204,Ayesha Bhatti,03027887693,"House #159, Chowk #18, near Government College, Rawalpindi",Rawalpindi,1,9160.0,9,0,33.52588,73.05409,0
ORD-PK-02205,Fatima Tariq,03331824058,near bridge,Sukkur,3,7200.0,19,0,27.67409,68.81836,0
ORD-PK-02206,Ali Khan,03458054268,"House #252, Block #17, near Government College, Islamabad",Islamabad,1,17210.0,16,0,33.67513,73.05862,0
ORD-PK-02207,Fatima Sheikh,03056039013,"near Government College, Lahore",Lahore,1,1620.0,22,0,31.4929,74.38792,1
ORD-PK-02208,Maryam Chaudhry,03342245952,"House #93, Sector #32, behind Shell Pump, Faisalabad",Faisalabad,2,7930.0,23,1,31.41962,73.11818,1
ORD-PK-02209,Omar Khan,03027991212,"House #245, Mohallah #11, adjacent to General Hospital, Lahore",Lahore,1,5280.0,10,0,31.52617,74.37879,1
ORD-PK-02210,Saad Malik,03018366602,"near Government College, Hyderabad",Hyderabad,2,3440.0,17,0,25.39792,68.3823,0
ORD-PK-02211,Saad Rehman,03457076824,"House #126, Gali #35, behind Shell Pump, Islamabad",Islamabad,1,23960.0,21,1,33.71194,73.03351,1
ORD-PK-02212,Bilal Qureshi,03124976253,"House #81, Gali #10, opposite Meezan Bank, Lahore",Lahore,1,6080.0,21,1,31.53007,74.39292,1
ORD-PK-02213,Zubair Shah,03159267414,"House #343, Sector #9, near City Bakery, Multan",Multan,2,1390.0,21,0,30.14043,71.54406,0
ORD-PK-02214,Ayesha Ansari,03121543867,"House #291, Gali #15, behind Shell Pump, Lahore",Lahore,1,16470.0,19,0,31.49548,74.33744,1
ORD-PK-02215,Maryam Khan,03216641082,"House #191, Sector #24, adjacent to General Hospital, Hyderabad",Hyderabad,2,26180.0,18,1,25.42084,68.3581,1
ORD-PK-02216,Ali Mughal,03009813864,"House #251, Phase #31, adjacent to General Hospital, Multan",Multan,2,6260.0,23,0,30.1373,71.53194,1
ORD-PK-02217,Usman Mughal,03335148319,"near Government College, Islamabad",Islamabad,1,6350.0,15,0,33.64529,73.07826,0
ORD-PK-02218,Omar Bhatti,03151777948,"House #72, Mohallah #11, adjacent to General Hospital, Karachi",Karachi,1,27430.0,2,1,24.86967,67.01795,1
ORD-PK-02219,Ahmed Siddiqui,03229670359,"House #149, Mohallah #16, near Jamia Masjid, Faisalabad",Faisalabad,2,5020.0,14,1,31.43596,73.14172,1
ORD-PK-02220,Sana Qureshi,03456297094,"House #367, Chowk #3, adjacent to General Hospital, Sialkot",Sialkot,2,18150.0,12,1,32.45468,74.49856,1
ORD-PK-02221,Saad Rehman,03219750555,"House #318, Phase #3, near Government College, Lahore",Lahore,1,2830.0,20,0,31.49493,74.38106,1
ORD-PK-02222,Fatima Siddiqui,03338548108,"opposite Meezan Bank, Islamabad",Islamabad,1,2160.0,14,0,33.65685,73.031,1
ORD-PK-02223,Saad Chaudhry,03058937868,"House #124, Street #28, near City Bakery, Dera Ismail Khan",Dera Ismail Khan,3,3680.0,16,1,31.87728,70.90205,1
ORD-PK-02224,Ayesha Shah,03218433069,"House #275, Mohallah #28, behind Shell Pump, Turbat",Turbat,3,3730.0,13,0,25.99901,63.03388,1
ORD-PK-02225,Hassan Ansari,03006342728,deliver at office,Hyderabad,2,2640.0,12,1,25.38226,68.38381,0
ORD-PK-02226,Omar Mughal,03332085349,"House #277, Phase #21, adjacent to General Hospital, Multan",Multan,2,4560.0,19,0,30.12122,71.4866,1
ORD-PK-02227,Ali Khan,03017205029,"House #240, Block #16, near Jamia Masjid, Lahore",Lahore,1,3570.0,19,0,31.53122,74.36907,0
ORD-PK-02228,Ali Sheikh,03005621998,"House #336, Phase #3, near Jamia Masjid, Dera Ismail Khan",Dera Ismail Khan,3,7650.0,3,0,31.83301,70.9001,0
ORD-PK-02229,Maryam Mughal,03007449614,"House #405, Block #16, behind Shell Pump, Lahore",Lahore,1,22070.0,20,0,31.49842,74.37113,1
ORD-PK-02230,Usman Siddiqui,03023763927,"House #167, Gali #32, near Jamia Masjid, Karachi",Karachi,1,4600.0,20,0,24.87245,67.03086,1
ORD-PK-02231,Zubair Tariq,03465157137,"near Jamia Masjid, Rawalpindi",Rawalpindi,1,2900.0,17,0,33.54696,73.05473,1
ORD-PK-02232,Hamza Shah,03219318398,"behind Shell Pump, Gujranwala",Gujranwala,2,1170.0,19,1,32.22332,74.17136,1
ORD-PK-02233,Muhammad Mughal,03017677331,call on arrival,Islamabad,1,3270.0,20,0,33.65309,73.02235,0
ORD-PK-02234,Muhammad Malik,03155380682,near bridge,Karachi,1,3490.0,20,1,24.85601,67.00858,0
ORD-PK-02235,Ahmed Chaudhry,03346950129,deliver at office,Islamabad,1,8210.0,4,1,33.68485,73.07059,0
ORD-PK-02236,Maryam Sheikh,03016651430,"near Jamia Masjid, Karachi",Karachi,1,3680.0,21,0,24.89336,66.9813,0
ORD-PK-02237,Ayesha Ansari,03774503890,"behind Shell Pump, Karachi",Karachi,1,27390.0,18,0,24.89293,66.99423,0
ORD-PK-02238,Sana Ansari,03452921051,"near City Bakery, Rawalpindi",Rawalpindi,1,13460.0,15,0,33.54025,73.02071,0
ORD-PK-02239,Usman Mughal,03153764568,"House #89, Chowk #27, near Jamia Masjid, Karachi",Karachi,1,2730.0,12,0,24.84232,67.02484,1
ORD-PK-02240,Ali Sheikh,03123599167,"House #175, Mohallah #6, adjacent to General Hospital, Lahore",Lahore,1,1410.0,20,1,31.49023,74.37373,1
ORD-PK-02241,Zubair Khan,03155583039,deliver at office,Lahore,1,1840.0,13,0,31.48534,74.39108,0
ORD-PK-02242,Hamza Chaudhry,03223623187,"House #78, Mohallah #13, opposite Meezan Bank, Faisalabad",Faisalabad,2,12090.0,10,0,31.47304,73.10712,0
ORD-PK-02243,Zainab Sheikh,03213103430,"House #370, Mohallah #29, behind Shell Pump, Islamabad",Islamabad,1,26270.0,20,0,33.70539,73.05089,1
ORD-PK-02244,Sana Qureshi,03343534174,shop,Islamabad,1,1600.0,14,0,33.65696,73.07721,1
ORD-PK-02245,Maryam Siddiqui,03121076788,"behind Shell Pump, Multan",Multan,2,26000.0,15,0,30.12355,71.49478,0
ORD-PK-02246,Hassan Sheikh,03228552842,"House #175, Sector #20, near Jamia Masjid, Faisalabad",Faisalabad,2,3280.0,10,0,31.46358,73.16596,1
ORD-PK-02247,Muhammad Malik,03121190110,"House #217, Lane #35, near Jamia Masjid, Karachi",Karachi,1,12830.0,20,0,24.89057,67.0375,1
ORD-PK-02248,Fatima Bhatti,03455042799,"House #279, Gali #24, near Government College, Karachi",Karachi,1,25270.0,19,1,24.8548,67.00111,1
ORD-PK-02249,Usman Tariq,03005860422,"House #73, Mohallah #12, opposite Meezan Bank, Sialkot",Sialkot,2,19270.0,8,0,32.46288,74.54545,1
ORD-PK-02250,Ahmed Siddiqui,03015105622,"House #213, Lane #5, near Jamia Masjid, Sukkur",Sukkur,3,3670.0,20,0,27.71733,68.84897,1
ORD-PK-02251,Maryam Shah,03666036081,"House #217, Mohallah #27, behind Shell Pump, Faisalabad",Faisalabad,2,1030.0,19,0,31.48503,73.1041,1
ORD-PK-02252,Usman Qureshi,03009815661,"near Government College, Karachi",Karachi,1,1120.0,10,1,24.8331,67.03417,1
ORD-PK-02253,Hassan Tariq,03027674043,"near Government College, Lahore",Lahore,1,4390.0,15,0,31.53266,74.3686,0
ORD-PK-02254,Zubair Shah,03014876149,"House #117, Gali #22, opposite Meezan Bank, Faisalabad",Faisalabad,2,1300.0,16,0,31.47207,73.11547,0
ORD-PK-02255,Saad Rehman,03055961687,"House #189, Block #16, near City Bakery, Karachi",Karachi,1,6190.0,17,0,24.85874,67.01143,0
ORD-PK-02256,Ahmed Tariq,03214635373,"House #307, Sector #31, behind Shell Pump, Peshawar",Peshawar,2,1830.0,11,0,34.01827,71.51377,1
ORD-PK-02257,Sana Qureshi,03001909520,"near Jamia Masjid, Karachi",Karachi,1,2050.0,19,0,24.87723,66.96129,1
ORD-PK-02258,Usman Malik,03158056762,"House #136, Street #8, near Jamia Masjid, Karachi",Karachi,1,10270.0,18,0,24.84685,66.96167,1
